,virus,ID,accession,country,city,date
738,EBOV,LIBR0058,KR006940,LBR,RiverCess,2014-11-05
739,EBOV,LIBR0059,KR006941,LBR,RiverCess,2014-11-05
740,EBOV,LIBR0063,KR006942,LBR,Montserrado,2014-11-06
741,EBOV,LIBR0067,KR006943,LBR,Bomi,2014-11-06
742,EBOV,LIBR0071,KT725303,LBR,GrandBassa,2014-11-06
743,EBOV,LIBR0073,KR006944,LBR,GrandBassa,2014-11-06
744,EBOV,LIBR0079,KT725274,LBR,Montserrado,2014-11-07
745,EBOV,LIBR0090,KR006945,LBR,Margibi,2014-11-08
746,EBOV,LIBR0092,KR006946,LBR,Montserrado,2014-11-08
747,EBOV,LIBR0093,KR006947,LBR,Montserrado,2014-11-08
748,EBOV,LIBR0112,KT725330,LBR,Montserrado,2014-11-10
749,EBOV,LIBR0114,KT725273,LBR,GrandBassa,2014-11-10
750,EBOV,LIBR0115,KT725254,LBR,GrandBassa,2014-11-10
751,EBOV,LIBR0116,KR006948,LBR,GrandBassa,2014-11-10
752,EBOV,LIBR0118,KT725291,LBR,Bomi,2014-11-10
753,EBOV,LIBR0157,KT725393,LBR,Gbarpolu,2014-11-13
754,EBOV,LIBR0159,KT725327,LBR,Montserrado,2014-11-13
755,EBOV,LIBR0160,KT725370,LBR,Montserrado,2014-11-13
756,EBOV,LIBR0168,KR006949,LBR,Bomi,2014-11-13
757,EBOV,LIBR0173,KR006950,LBR,Montserrado,2014-11-14
758,EBOV,LIBR0176,KR006951,LBR,Montserrado,2014-11-14
759,EBOV,LIBR0177,KT725279,LBR,Montserrado,2014-11-14
760,EBOV,LIBR0229,KT725333,LBR,GrandBassa,2014-11-17
761,EBOV,LIBR0279,KT725280,LBR,?,2014-11-22
762,EBOV,LIBR0284,KT725328,LBR,GrandCapeMount,2014-11-22
763,EBOV,LIBR0286,KR006952,LBR,GrandCapeMount,2014-11-22
764,EBOV,LIBR0333,KR006953,LBR,GrandCapeMount,2014-11-25
765,EBOV,LIBR0350,KT725342,LBR,Montserrado,2014-11-26
766,EBOV,LIBR0380,KT725290,LBR,Montserrado,2014-11-28
767,EBOV,LIBR0423,KR006954,LBR,Montserrado,2014-12-03
768,EBOV,LIBR0430,KR006955,LBR,GrandBassa,2014-12-03
769,EBOV,LIBR0503,KR006956,LBR,Sinoe,2014-12-10
770,EBOV,LIBR0505,KR006957,LBR,Sinoe,2014-12-10
771,EBOV,LIBR0605,KR006958,LBR,Montserrado,2014-12-20
772,EBOV,LIBR0622,KT725288,LBR,Montserrado,2014-12-22
773,EBOV,LIBR0624,KR006959,LBR,Montserrado,2014-12-22
774,EBOV,LIBR0707,KT725366,LBR,Montserrado,2014-12-29
776,EBOV,LIBR10008,KT725316,LBR,?,2014-08-21
777,EBOV,LIBR10014,KT725390,LBR,Montserrado,2014-08-19
778,EBOV,LIBR10017,KT725293,LBR,Montserrado,2014-08-19
779,EBOV,LIBR10020,KT725292,LBR,?,2014-08-18
780,EBOV,LIBR10021,KT725335,LBR,?,2014-08-18
781,EBOV,LIBR10022,KT725378,LBR,?,2014-08-16
782,EBOV,LIBR10025,KT725315,LBR,Margibi,2014-08-16
783,EBOV,LIBR10026,KT725344,LBR,Margibi,2014-08-16
784,EBOV,LIBR10027,KT725294,LBR,?,2014-08-16
785,EBOV,LIBR10029,KT725348,LBR,Margibi,2014-08-16
786,EBOV,LIBR10030,KT725257,LBR,Margibi,2014-08-16
787,EBOV,LIBR10031,KT725278,LBR,Margibi,2014-08-16
788,EBOV,LIBR10032,KT725267,LBR,?,2014-08-16
789,EBOV,LIBR10033,KT725386,LBR,Nimba,2014-08-15
790,EBOV,LIBR10035,KT725259,LBR,GrandBassa,2014-08-15
791,EBOV,LIBR10036,KT725299,LBR,?,2014-08-10
792,EBOV,LIBR10037,KT725311,LBR,?,2014-08-10
793,EBOV,LIBR10040,KT725314,LBR,?,2014-08-04
794,EBOV,LIBR10042,KT725261,LBR,?,2014-08-04
795,EBOV,LIBR10047,KT725345,LBR,Margibi,2014-10-01
796,EBOV,LIBR10048,KT725361,LBR,?,2014-10-01
797,EBOV,LIBR10050,KT725270,LBR,?,2014-10-01
798,EBOV,LIBR10051,KT725368,LBR,?,2014-10-01
799,EBOV,LIBR10052,KT725258,LBR,?,2014-10-01
800,EBOV,LIBR10053,KR006963,LBR,?,2014-10-01
801,EBOV,LIBR10054,KR006964,LBR,Bomi,2014-09-23
802,EBOV,LIBR10055,KT725340,LBR,Bomi,2014-09-23
803,EBOV,LIBR10056,KT725276,LBR,Margibi,2014-09-23
804,EBOV,LIBR10060,KT725357,LBR,Montserrado,2014-09-23
805,EBOV,LIBR10061,KT725376,LBR,Montserrado,2014-09-23
806,EBOV,LIBR10062,KT725359,LBR,?,2014-09-23
807,EBOV,LIBR10065,KT725298,LBR,?,2014-09-21
808,EBOV,LIBR10066,KT725379,LBR,Montserrado,2014-09-20
809,EBOV,LIBR10071,KT725308,LBR,Montserrado,2014-09-20
810,EBOV,LIBR10072,KT725307,LBR,Montserrado,2014-09-20
811,EBOV,LIBR10074,KT725325,LBR,?,2014-09-20
812,EBOV,LIBR10076,KT725334,LBR,?,2014-09-20
813,EBOV,LIBR10077,KT725326,LBR,Margibi,2014-08-26
814,EBOV,LIBR10078,KT725297,LBR,GrandBassa,2014-08-26
815,EBOV,LIBR10079,KT725309,LBR,GrandBassa,2014-08-26
816,EBOV,LIBR10081,KT725339,LBR,Margibi,2014-08-26
817,EBOV,LIBR10082,KT725300,LBR,Margibi,2014-08-26
818,EBOV,LIBR10086,KT725381,LBR,Margibi,2014-08-26
819,EBOV,LIBR10087,KT725346,LBR,Margibi,2014-08-26
820,EBOV,LIBR10088,KT725349,LBR,Montserrado,2014-08-26
821,EBOV,LIBR10089,KT725377,LBR,?,2014-08-17
822,EBOV,LIBR10092,KT725380,LBR,?,2014-08-17
823,EBOV,LIBR10093,KT725363,LBR,Nimba,2014-08-17
824,EBOV,LIBR10098,KT725383,LBR,?,2014-08-17
825,EBOV,LIBR10100,KT725286,LBR,?,2014-08-22
826,EBOV,LIBR10101,KT725331,LBR,?,2014-08-22
827,EBOV,LIBR10103,KT725338,LBR,Nimba,2014-08-20
828,EBOV,LIBR10106,KT725337,LBR,Nimba,2014-08-20
829,EBOV,LIBR10110,KT725387,LBR,?,2014-08-20
830,EBOV,LIBR10112,KT725365,LBR,RiverGee,2014-08-20
831,EBOV,LIBR10113,KT725367,LBR,?,2014-08-20
832,EBOV,LIBR10118,KT725364,LBR,Montserrado,2014-08-24
833,EBOV,LIBR10127,KT725272,LBR,Bong,2014-08-22
834,EBOV,LIBR10128,KT725355,LBR,Montserrado,2014-08-30
835,EBOV,LIBR10130,KT725343,LBR,Montserrado,2014-09-01
836,EBOV,LIBR10132,KT725255,LBR,Margibi,2014-09-08
837,EBOV,LIBR10135,KT725260,LBR,?,2014-09-07
838,EBOV,LIBR10136,KT725263,LBR,?,2014-09-09
839,EBOV,LIBR10137,KT725385,LBR,?,2014-09-09
840,EBOV,LIBR10139,KT725265,LBR,?,2014-09-09
841,EBOV,LIBR10144,KT725271,LBR,?,2014-09-20
842,EBOV,LIBR10145,KT725362,LBR,?,2014-09-20
843,EBOV,LIBR10148,KT725295,LBR,Nimba,2014-09-20
844,EBOV,LIBR10151,KT725317,LBR,?,2014-09-09
845,EBOV,LIBR10154,KT725318,LBR,Montserrado,2014-09-13
846,EBOV,LIBR10155,KT725296,LBR,GrandBassa,2014-09-13
847,EBOV,LIBR10156,KT725352,LBR,GrandBassa,2014-09-13
848,EBOV,LIBR10168,KT725353,LBR,?,2014-09-20
849,EBOV,LIBR10169,KT725382,LBR,?,2014-08-24
850,EBOV,LIBR10170,KT725350,LBR,Montserrado,2014-08-17
851,EBOV,LIBR10172,KT725289,LBR,?,2014-09-01
852,EBOV,LIBR10179,KT725375,LBR,Montserrado,2014-10-11
853,EBOV,LIBR10180,KT725391,LBR,Montserrado,2014-10-11
854,EBOV,LIBR10187,KT725392,LBR,?,2014-08-19
855,EBOV,LIBR10195,KT725264,LBR,?,2014-08-26
856,EBOV,LIBR10196,KT725283,LBR,?,2014-08-26
857,EBOV,LIBR10201,KT725306,LBR,Montserrado,2014-08-27
858,EBOV,LIBR10202,KT725356,LBR,Montserrado,2014-08-27
859,EBOV,LIBR10204,KT725281,LBR,?,2014-08-27
860,EBOV,LIBR10205,KT725351,LBR,Montserrado,2014-09-19
861,EBOV,LIBR10208,KT725329,LBR,Montserrado,2014-09-19
862,EBOV,LIBR10209,KT725371,LBR,Montserrado,2014-09-19
863,EBOV,LIBR10210,KT725321,LBR,Montserrado,2014-09-19
864,EBOV,LIBR10212,KT725373,LBR,?,2014-09-19
865,EBOV,LIBR10217,KT725323,LBR,?,2014-09-29
866,EBOV,LIBR10218,KT725284,LBR,?,2014-09-29
867,EBOV,LIBR10222,KT725305,LBR,GrandBassa,2014-09-26
868,EBOV,LIBR10223,KT725301,LBR,Montserrado,2014-09-26
869,EBOV,LIBR10224,KT725302,LBR,Montserrado,2014-09-26
870,EBOV,LIBR10226,KT725304,LBR,Montserrado,2014-09-26
871,EBOV,LIBR10230,KT725354,LBR,Montserrado,2014-09-26
872,EBOV,LIBR10237,KT725275,LBR,?,2014-07-11
873,EBOV,LIBR10238,KT725322,LBR,?,2014-07-18
874,EBOV,LIBR10239,KT725324,LBR,?,2014-07-19
875,EBOV,LIBR10240,KT725320,LBR,?,2014-06-24
876,EBOV,LIBR10241,KT725262,LBR,?,2014-06-25
877,EBOV,LIBR10245,KT725332,LBR,?,2014-07-01
878,EBOV,LIBR10248,KT725277,LBR,?,2014-07-14
879,EBOV,LIBR10249,KT725388,LBR,?,2014-07-04
880,EBOV,LIBR10250,KT725360,LBR,?,2014-06-23
881,EBOV,LIBR10251,KT725319,LBR,GrandKru,2014-09-15
882,EBOV,LIBR10252,KT725266,LBR,GrandKru,2014-09-15
883,EBOV,LIBR10253,KT725282,LBR,Margibi,2014-09-16
884,EBOV,LIBR10254,KT725268,LBR,?,2014-10-02
885,EBOV,LIBR10255,KT725269,LBR,Bong,2014-10-02
886,EBOV,LIBR10261,KT725287,LBR,Sinoe,2014-10-14
887,EBOV,LIBR10262,KT725285,LBR,Montserrado,2014-10-16
888,EBOV,LIBR10265,KT725312,LBR,?,2014-10-18
889,EBOV,LIBR10267,KT725374,LBR,Montserrado,2014-10-05
890,EBOV,LIBR10270,KT725256,LBR,?,2014-08-26
891,EBOV,LIBR10271,KT725347,LBR,?,2014-08-26
892,EBOV,LIBR10277,KT725369,LBR,Margibi,2014-08-26
893,EBOV,LIBR10279,KT725341,LBR,Montserrado,2014-08-26
894,EBOV,LIBR10306,KT725336,LBR,?,2014-06-25
895,EBOV,LIBR10307,KT725310,LBR,Montserrado,2014-10-02
896,EBOV,LIBR11079,KT725372,LBR,Montserrado,2014-10-02
897,EBOV,LIBR11177,KT725358,LBR,Margibi,2014-10-05
901,EBOV,EM095,KM034550,SLE,Kailahun,2014-05-25
902,EBOV,EM096,KM034551,SLE,Kailahun,2014-05-26
903,EBOV,EM098,KM034552,SLE,Kailahun,2014-05-26
904,EBOV,EM104,KM233035,SLE,Kailahun,2014-06-02
905,EBOV,EM106,KM233036,SLE,Kailahun,2014-06-02
